survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size,is_alone,is_child,age_bin,fare_per_person,fare_bin,sex_male,sex_female,embarked_C,embarked_Q,embarked_S
0,3,male,34.0,0,0,6.4958,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,6.4958,low,1,0,False,False,True
0,3,male,45.5,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,1,1,0,adult,7.225,low,1,0,True,False,False
1,3,male,18.0,0,0,8.05,S,Third,man,True,C,Southampton,yes,True,1,1,0,teen,8.05,mid_low,1,0,False,False,True
0,3,female,2.0,0,1,10.4625,S,Third,child,False,G,Southampton,no,False,2,0,1,child,5.23125,mid_low,0,1,False,False,True
0,3,male,32.0,1,0,15.85,S,Third,man,True,C,Southampton,no,False,2,0,0,young_adult,7.925,mid_high,1,0,False,False,True
1,3,male,26.0,0,0,18.7875,C,Third,man,True,C,Cherbourg,yes,True,1,1,0,young_adult,18.7875,mid_high,1,0,True,False,False
1,3,female,16.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,1,1,0,teen,7.75,low,0,1,False,True,False
1,1,male,40.0,0,0,31.0,C,First,man,True,A,Cherbourg,yes,True,1,1,0,adult,31.0,mid_high,1,0,True,False,False
0,3,male,24.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.05,low,1,0,False,False,True
1,2,female,35.0,0,0,21.0,S,Second,woman,False,C,Southampton,yes,True,1,1,0,young_adult,21.0,mid_high,0,1,False,False,True
0,3,male,22.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.25,low,1,0,False,False,True
0,2,male,30.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,13.0,mid_low,1,0,False,False,True
0,3,male,28.0,1,0,7.75,Q,Third,man,True,C,Queenstown,no,False,2,0,0,young_adult,3.875,low,1,0,False,True,False
1,1,female,31.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,2,0,0,young_adult,56.6375,high,0,1,True,False,False
1,3,female,27.0,0,0,7.925,S,Third,woman,False,C,Southampton,yes,True,1,1,0,young_adult,7.925,mid_low,0,1,False,False,True
0,2,male,42.0,1,0,27.0,S,Second,man,True,C,Southampton,no,False,2,0,0,adult,13.5,mid_high,1,0,False,False,True
1,1,female,32.0,0,0,76.2917,C,First,woman,False,D,Cherbourg,yes,True,1,1,0,young_adult,76.2917,high,0,1,True,False,False
0,2,male,30.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,10.5,mid_low,1,0,False,False,True
1,3,male,16.0,0,0,8.05,S,Third,man,True,C,Southampton,yes,True,1,1,0,teen,8.05,mid_low,1,0,False,False,True
0,2,male,27.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,13.0,mid_low,1,0,False,False,True
0,3,male,51.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,0,adult,8.05,mid_low,1,0,False,False,True
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.8958,low,1,0,False,False,True
1,1,male,38.0,1,0,90.0,S,First,man,True,C,Southampton,yes,False,2,0,0,adult,45.0,high,1,0,False,False,True
0,3,male,22.0,0,0,9.35,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,9.35,mid_low,1,0,False,False,True
1,2,male,19.0,0,0,10.5,S,Second,man,True,C,Southampton,yes,True,1,1,0,young_adult,10.5,mid_low,1,0,False,False,True
0,3,male,20.5,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.25,low,1,0,False,False,True
0,2,male,18.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,1,0,teen,13.0,mid_low,1,0,False,False,True
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,C,Southampton,no,False,5,0,0,young_adult,5.0933399999999995,mid_high,0,1,False,False,True
1,1,female,35.0,1,0,83.475,S,First,woman,False,C,Southampton,yes,False,2,0,0,young_adult,41.7375,high,0,1,False,False,True
0,3,male,29.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.775,low,1,0,False,False,True
0,2,male,59.0,0,0,13.5,S,Second,man,True,C,Southampton,no,True,1,1,0,adult,13.5,mid_low,1,0,False,False,True
1,3,female,5.0,4,2,31.3875,S,Third,child,False,C,Southampton,yes,False,7,0,1,child,4.483928571428572,high,0,1,False,False,True
0,2,male,24.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,10.5,mid_low,1,0,False,False,True
0,3,female,28.0,0,0,7.55,S,Third,woman,False,C,Southampton,no,True,1,1,0,young_adult,7.55,low,0,1,False,False,True
0,2,male,44.0,1,0,26.0,S,Second,man,True,C,Southampton,no,False,2,0,0,adult,13.0,mid_high,1,0,False,False,True
1,2,female,8.0,0,2,26.25,S,Second,child,False,C,Southampton,yes,False,3,0,1,child,8.75,mid_high,0,1,False,False,True
0,2,male,19.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,10.5,mid_low,1,0,False,False,True
0,2,male,33.0,0,0,12.275,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,12.275,mid_low,1,0,False,False,True
0,3,female,28.0,1,0,14.4542,C,Third,woman,False,C,Cherbourg,no,False,2,0,0,young_adult,7.2271,mid_low,0,1,True,False,False
1,3,female,28.0,1,0,15.5,Q,Third,woman,False,C,Queenstown,yes,False,2,0,0,young_adult,7.75,mid_high,0,1,False,True,False
0,2,male,29.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,10.5,mid_low,1,0,False,False,True
0,3,male,22.0,0,0,7.125,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.125,low,1,0,False,False,True
0,3,male,30.0,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,1,1,0,young_adult,7.225,low,1,0,True,False,False
0,1,male,44.0,2,0,90.0,Q,First,man,True,C,Queenstown,no,False,3,0,0,adult,30.0,high,1,0,False,True,False
0,3,female,25.0,0,0,7.775,S,Third,woman,False,C,Southampton,no,True,1,1,0,young_adult,7.775,low,0,1,False,False,True
1,2,female,24.0,0,2,14.5,S,Second,woman,False,C,Southampton,yes,False,3,0,0,young_adult,4.833333333333333,mid_high,0,1,False,False,True
1,1,male,37.0,1,1,52.5542,S,First,man,True,D,Southampton,yes,False,3,0,0,adult,17.518066666666666,high,1,0,False,False,True
0,2,male,54.0,1,0,26.0,S,Second,man,True,C,Southampton,no,False,2,0,0,adult,13.0,mid_high,1,0,False,False,True
0,3,male,28.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.25,low,1,0,False,False,True
0,3,female,29.0,1,1,10.4625,S,Third,woman,False,G,Southampton,no,False,3,0,0,young_adult,3.4875000000000003,mid_low,0,1,False,False,True
0,1,male,62.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,1,1,0,senior,26.55,mid_high,1,0,False,False,True
0,3,male,30.0,1,0,16.1,S,Third,man,True,C,Southampton,no,False,2,0,0,young_adult,8.05,mid_high,1,0,False,False,True
0,3,female,41.0,0,2,20.2125,S,Third,woman,False,C,Southampton,no,False,3,0,0,adult,6.7375,mid_high,0,1,False,False,True
1,3,female,29.0,0,2,15.2458,C,Third,woman,False,C,Cherbourg,yes,False,3,0,0,young_adult,5.081933333333333,mid_high,0,1,True,False,False
1,1,female,28.0,0,0,79.2,C,First,woman,False,C,Cherbourg,yes,True,1,1,0,young_adult,79.2,high,0,1,True,False,False
1,1,female,30.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,1,1,0,young_adult,86.5,high,0,1,False,False,True
1,1,female,35.0,0,0,512.3292,C,First,woman,False,C,Cherbourg,yes,True,1,1,0,young_adult,512.3292,high,0,1,True,False,False
1,2,female,50.0,0,1,26.0,S,Second,woman,False,C,Southampton,yes,False,2,0,0,adult,13.0,mid_high,0,1,False,False,True
0,3,male,28.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,1,0,young_adult,7.75,low,1,0,False,True,False
1,3,male,3.0,4,2,31.3875,S,Third,child,False,C,Southampton,yes,False,7,0,1,child,4.483928571428572,high,1,0,False,False,True
0,1,male,52.0,1,1,79.65,S,First,man,True,E,Southampton,no,False,3,0,0,adult,26.55,high,1,0,False,False,True
0,1,male,40.0,0,0,0.0,S,First,man,True,B,Southampton,no,True,1,1,0,adult,0.0,low,1,0,False,False,True
0,3,female,28.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,no,True,1,1,0,young_adult,7.75,low,0,1,False,True,False
0,2,male,36.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,1,0,adult,10.5,mid_low,1,0,False,False,True
0,3,male,16.0,4,1,39.6875,S,Third,man,True,C,Southampton,no,False,6,0,0,teen,6.614583333333333,high,1,0,False,False,True
1,3,male,25.0,1,0,7.775,S,Third,man,True,C,Southampton,yes,False,2,0,0,young_adult,3.8875,low,1,0,False,False,True
1,1,female,58.0,0,1,153.4625,S,First,woman,False,C,Southampton,yes,False,2,0,0,adult,76.73125,high,0,1,False,False,True
1,1,female,35.0,0,0,135.6333,S,First,woman,False,C,Southampton,yes,True,1,1,0,young_adult,135.6333,high,0,1,False,False,True
0,1,male,28.0,0,0,31.0,S,First,man,True,C,Southampton,no,True,1,1,0,young_adult,31.0,mid_high,1,0,False,False,True
1,3,male,25.0,0,0,0.0,S,Third,man,True,C,Southampton,yes,True,1,1,0,young_adult,0.0,low,1,0,False,False,True
1,2,female,41.0,0,1,19.5,S,Second,woman,False,C,Southampton,yes,False,2,0,0,adult,9.75,mid_high,0,1,False,False,True
0,1,male,37.0,0,1,29.7,C,First,man,True,C,Cherbourg,no,False,2,0,0,adult,14.85,mid_high,1,0,True,False,False
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,1,1,0,young_adult,7.75,low,0,1,False,True,False
1,1,female,63.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,2,0,0,senior,38.97915,high,0,1,False,False,True
0,3,female,45.0,0,0,7.75,S,Third,woman,False,C,Southampton,no,True,1,1,0,adult,7.75,low,0,1,False,False,True
0,2,male,28.0,0,0,0.0,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,0.0,low,1,0,False,False,True
0,3,male,7.0,4,1,29.125,Q,Third,child,False,C,Queenstown,no,False,6,0,1,child,4.854166666666667,mid_high,1,0,False,True,False
1,3,female,35.0,1,1,20.25,S,Third,woman,False,C,Southampton,yes,False,3,0,0,young_adult,6.75,mid_high,0,1,False,False,True
0,3,male,65.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,1,0,senior,7.75,low,1,0,False,True,False
0,3,male,28.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.8542,low,1,0,False,False,True
0,3,male,16.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,1,1,0,teen,9.5,mid_low,1,0,False,False,True
1,3,male,19.0,0,0,8.05,S,Third,man,True,C,Southampton,yes,True,1,1,0,young_adult,8.05,mid_low,1,0,False,False,True
0,1,male,28.0,0,0,26.0,S,First,man,True,A,Southampton,no,True,1,1,0,young_adult,26.0,mid_high,1,0,False,False,True
0,3,male,33.0,0,0,8.6625,C,Third,man,True,C,Cherbourg,no,True,1,1,0,young_adult,8.6625,mid_low,1,0,True,False,False
1,3,male,30.0,0,0,9.5,S,Third,man,True,C,Southampton,yes,True,1,1,0,young_adult,9.5,mid_low,1,0,False,False,True
0,3,male,22.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.8958,low,1,0,False,False,True
1,2,male,42.0,0,0,13.0,S,Second,man,True,C,Southampton,yes,True,1,1,0,adult,13.0,mid_low,1,0,False,False,True
1,3,female,22.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,1,1,0,young_adult,7.75,low,0,1,False,True,False
1,1,female,26.0,0,0,78.85,S,First,woman,False,C,Southampton,yes,True,1,1,0,young_adult,78.85,high,0,1,False,False,True
1,1,female,19.0,1,0,91.0792,C,First,woman,False,B,Cherbourg,yes,False,2,0,0,young_adult,45.5396,high,0,1,True,False,False
0,2,male,36.0,0,0,12.875,C,Second,man,True,D,Cherbourg,no,True,1,1,0,adult,12.875,mid_low,1,0,True,False,False
0,3,female,24.0,0,0,8.85,S,Third,woman,False,C,Southampton,no,True,1,1,0,young_adult,8.85,mid_low,0,1,False,False,True
0,3,male,24.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.8958,low,1,0,False,False,True
0,1,male,28.0,0,0,27.7208,C,First,man,True,C,Cherbourg,no,True,1,1,0,young_adult,27.7208,mid_high,1,0,True,False,False
0,3,male,23.5,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,1,1,0,young_adult,7.2292,low,1,0,True,False,False
0,1,female,2.0,1,2,151.55,S,First,child,False,C,Southampton,no,False,4,0,1,child,37.8875,high,0,1,False,False,True
1,1,male,28.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,1,1,0,young_adult,30.5,mid_high,1,0,False,False,True
1,1,female,50.0,0,1,247.5208,C,First,woman,False,B,Cherbourg,yes,False,2,0,0,adult,123.7604,high,0,1,True,False,False
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,1,1,0,young_adult,7.75,low,0,1,False,True,False
1,3,male,28.0,2,0,23.25,Q,Third,man,True,C,Queenstown,yes,False,3,0,0,young_adult,7.75,mid_high,1,0,False,True,False
0,3,male,19.0,0,0,0.0,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,0.0,low,1,0,False,False,True
1,2,female,28.0,0,0,12.35,Q,Second,woman,False,E,Queenstown,yes,True,1,1,0,young_adult,12.35,mid_low,0,1,False,True,False
0,3,male,28.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,8.05,mid_low,1,0,False,False,True
1,1,male,0.92,1,2,151.55,S,First,child,False,C,Southampton,yes,False,4,0,1,child,37.8875,high,1,0,False,False,True
1,1,female,28.0,0,0,110.8833,C,First,woman,False,C,Cherbourg,yes,True,1,1,0,young_adult,110.8833,high,0,1,True,False,False
1,1,female,17.0,1,0,108.9,C,First,woman,False,C,Cherbourg,yes,False,2,0,0,teen,54.45,high,0,1,True,False,False
0,2,male,30.0,1,0,24.0,C,Second,man,True,C,Cherbourg,no,False,2,0,0,young_adult,12.0,mid_high,1,0,True,False,False
1,1,female,30.0,0,0,56.9292,C,First,woman,False,E,Cherbourg,yes,True,1,1,0,young_adult,56.9292,high,0,1,True,False,False
1,1,female,24.0,0,0,83.1583,C,First,woman,False,C,Cherbourg,yes,True,1,1,0,young_adult,83.1583,high,0,1,True,False,False
1,1,female,18.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,5,0,0,teen,52.475,high,0,1,True,False,False
0,2,female,26.0,1,1,26.0,S,Second,woman,False,C,Southampton,no,False,3,0,0,young_adult,8.666666666666666,mid_high,0,1,False,False,True
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.8958,low,1,0,False,False,True
0,2,male,43.0,1,1,26.25,S,Second,man,True,C,Southampton,no,False,3,0,0,adult,8.75,mid_high,1,0,False,False,True
1,3,female,26.0,0,0,7.8542,S,Third,woman,False,C,Southampton,yes,True,1,1,0,young_adult,7.8542,low,0,1,False,False,True
1,2,female,24.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,2,0,0,young_adult,13.0,mid_high,0,1,False,False,True
0,2,male,54.0,0,0,14.0,S,Second,man,True,C,Southampton,no,True,1,1,0,adult,14.0,mid_low,1,0,False,False,True
1,1,female,31.0,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False,3,0,0,young_adult,54.95556666666667,high,0,1,False,False,True
1,1,female,40.0,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False,3,0,0,adult,44.833333333333336,high,0,1,True,False,False
0,3,male,22.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.25,low,1,0,False,False,True
0,3,male,27.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.8958,low,1,0,False,False,True
1,2,female,30.0,0,0,12.35,Q,Second,woman,False,C,Queenstown,yes,True,1,1,0,young_adult,12.35,mid_low,0,1,False,True,False
1,2,female,22.0,1,1,29.0,S,Second,woman,False,C,Southampton,yes,False,3,0,0,young_adult,9.666666666666666,mid_high,0,1,False,False,True
0,3,male,28.0,8,2,69.55,S,Third,man,True,C,Southampton,no,False,11,0,0,young_adult,6.322727272727272,high,1,0,False,False,True
1,1,female,36.0,0,0,135.6333,C,First,woman,False,C,Cherbourg,yes,True,1,1,0,adult,135.6333,high,0,1,True,False,False
0,3,male,61.0,0,0,6.2375,S,Third,man,True,C,Southampton,no,True,1,1,0,senior,6.2375,low,1,0,False,False,True
1,2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True,1,1,0,adult,13.0,mid_low,0,1,False,False,True
1,3,female,31.0,1,1,20.525,S,Third,woman,False,C,Southampton,yes,False,3,0,0,young_adult,6.841666666666666,mid_high,0,1,False,False,True
1,1,female,16.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,2,0,0,teen,28.9896,high,0,1,True,False,False
1,3,female,28.0,2,0,23.25,Q,Third,woman,False,C,Queenstown,yes,False,3,0,0,young_adult,7.75,mid_high,0,1,False,True,False
0,1,male,45.5,0,0,28.5,S,First,man,True,C,Southampton,no,True,1,1,0,adult,28.5,mid_high,1,0,False,False,True
0,1,male,38.0,0,1,153.4625,S,First,man,True,C,Southampton,no,False,2,0,0,adult,76.73125,high,1,0,False,False,True
0,3,male,16.0,2,0,18.0,S,Third,man,True,C,Southampton,no,False,3,0,0,teen,6.0,mid_high,1,0,False,False,True
1,1,female,28.0,1,0,133.65,S,First,woman,False,C,Southampton,yes,False,2,0,0,young_adult,66.825,high,0,1,False,False,True
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.8958,low,1,0,False,False,True
0,1,male,29.0,1,0,66.6,S,First,man,True,C,Southampton,no,False,2,0,0,young_adult,33.3,high,1,0,False,False,True
1,1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,1,1,0,adult,134.5,high,0,1,True,False,False
1,3,male,45.0,0,0,8.05,S,Third,man,True,C,Southampton,yes,True,1,1,0,adult,8.05,mid_low,1,0,False,False,True
0,1,male,45.0,0,0,35.5,S,First,man,True,C,Southampton,no,True,1,1,0,adult,35.5,high,1,0,False,False,True
1,2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,3,0,1,child,8.666666666666666,mid_high,1,0,False,False,True
1,1,female,24.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,6,0,0,young_adult,43.833333333333336,high,0,1,False,False,True
0,2,male,28.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,13.0,mid_low,1,0,False,False,True
0,2,male,25.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,13.0,mid_low,1,0,False,False,True
0,2,male,36.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,1,0,adult,13.0,mid_low,1,0,False,False,True
1,2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,1,1,0,young_adult,13.0,mid_low,0,1,False,False,True
1,2,female,40.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,1,1,0,adult,13.0,mid_low,0,1,False,False,True
1,3,female,28.0,1,0,16.1,S,Third,woman,False,C,Southampton,yes,False,2,0,0,young_adult,8.05,mid_high,0,1,False,False,True
1,3,male,3.0,1,1,15.9,S,Third,child,False,C,Southampton,yes,False,3,0,1,child,5.3,mid_high,1,0,False,False,True
0,3,male,42.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,1,1,0,adult,8.6625,mid_low,1,0,False,False,True
0,3,male,23.0,0,0,9.225,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,9.225,mid_low,1,0,False,False,True
0,1,male,28.0,0,0,35.0,S,First,man,True,C,Southampton,no,True,1,1,0,young_adult,35.0,high,1,0,False,False,True
0,3,male,15.0,1,1,7.2292,C,Third,child,False,C,Cherbourg,no,False,3,0,1,teen,2.409733333333333,low,1,0,True,False,False
0,3,male,25.0,1,0,17.8,S,Third,man,True,C,Southampton,no,False,2,0,0,young_adult,8.9,mid_high,1,0,False,False,True
0,3,male,28.0,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,1,1,0,young_adult,7.225,low,1,0,True,False,False
0,3,male,28.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,9.5,mid_low,1,0,False,False,True
1,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,2,0,0,young_adult,27.5,high,0,1,False,False,True
0,2,female,38.0,0,0,13.0,S,Second,woman,False,C,Southampton,no,True,1,1,0,adult,13.0,mid_low,0,1,False,False,True
1,3,female,28.0,0,0,7.8792,Q,Third,woman,False,C,Queenstown,yes,True,1,1,0,young_adult,7.8792,low,0,1,False,True,False
1,3,female,28.0,0,0,7.8792,Q,Third,woman,False,C,Queenstown,yes,True,1,1,0,young_adult,7.8792,low,0,1,False,True,False
0,3,male,40.0,1,4,27.9,S,Third,man,True,C,Southampton,no,False,6,0,0,adult,4.6499999999999995,mid_high,1,0,False,False,True
0,2,male,29.0,1,0,27.7208,C,Second,man,True,C,Cherbourg,no,False,2,0,0,young_adult,13.8604,mid_high,1,0,True,False,False
0,3,female,45.0,0,1,14.4542,C,Third,woman,False,C,Cherbourg,no,False,2,0,0,adult,7.2271,mid_low,0,1,True,False,False
0,3,male,35.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.05,low,1,0,False,False,True
0,3,male,28.0,1,0,15.5,Q,Third,man,True,C,Queenstown,no,False,2,0,0,young_adult,7.75,mid_high,1,0,False,True,False
0,3,male,30.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.25,low,1,0,False,False,True
1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,2,0,0,adult,37.625,high,0,1,True,False,False
1,3,female,28.0,0,0,7.2292,C,Third,woman,False,C,Cherbourg,yes,True,1,1,0,young_adult,7.2292,low,0,1,True,False,False
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,1,1,0,young_adult,7.75,low,0,1,False,True,False
1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,1,1,0,young_adult,69.3,high,0,1,True,False,False
1,1,male,25.0,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False,2,0,0,young_adult,27.72085,high,1,0,True,False,False
0,3,male,18.0,1,0,6.4958,S,Third,man,True,C,Southampton,no,False,2,0,0,teen,3.2479,low,1,0,False,False,True
0,3,male,19.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,8.05,mid_low,1,0,False,False,True
0,1,male,22.0,0,0,135.6333,C,First,man,True,C,Cherbourg,no,True,1,1,0,young_adult,135.6333,high,1,0,True,False,False
0,3,female,3.0,3,1,21.075,S,Third,child,False,C,Southampton,no,False,5,0,1,child,4.215,mid_high,0,1,False,False,True
1,1,female,28.0,1,0,82.1708,C,First,woman,False,C,Cherbourg,yes,False,2,0,0,young_adult,41.0854,high,0,1,True,False,False
1,3,female,22.0,0,0,7.25,S,Third,woman,False,C,Southampton,yes,True,1,1,0,young_adult,7.25,low,0,1,False,False,True
0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,3,0,0,young_adult,70.5,high,1,0,True,False,False
0,3,male,20.0,0,0,4.0125,C,Third,man,True,C,Cherbourg,no,True,1,1,0,young_adult,4.0125,low,1,0,True,False,False
0,3,male,19.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.775,low,1,0,False,False,True
1,1,female,42.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,1,1,0,adult,227.525,high,0,1,True,False,False
1,3,female,1.0,0,2,15.7417,C,Third,child,False,C,Cherbourg,yes,False,3,0,1,child,5.247233333333333,mid_high,0,1,True,False,False
0,3,male,32.0,0,0,7.925,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.925,mid_low,1,0,False,False,True
1,1,female,35.0,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,2,0,0,young_adult,26.0,high,0,1,False,False,True
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.8958,low,1,0,False,False,True
0,2,male,18.0,0,0,73.5,S,Second,man,True,C,Southampton,no,True,1,1,0,teen,73.5,high,1,0,False,False,True
0,3,male,1.0,5,2,46.9,S,Third,child,False,C,Southampton,no,False,8,0,1,child,5.8625,high,1,0,False,False,True
1,2,female,36.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,1,1,0,adult,13.0,mid_low,0,1,False,False,True
0,3,male,28.0,0,0,7.7292,Q,Third,man,True,C,Queenstown,no,True,1,1,0,young_adult,7.7292,low,1,0,False,True,False
1,2,female,17.0,0,0,12.0,C,Second,woman,False,C,Cherbourg,yes,True,1,1,0,teen,12.0,mid_low,0,1,True,False,False
1,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False,4,0,0,adult,30.0,high,1,0,False,False,True
1,3,male,21.0,0,0,7.7958,S,Third,man,True,C,Southampton,yes,True,1,1,0,young_adult,7.7958,low,1,0,False,False,True
0,3,male,28.0,2,0,7.925,S,Third,man,True,C,Southampton,no,False,3,0,0,young_adult,2.6416666666666666,mid_low,1,0,False,False,True
1,1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,2,0,0,young_adult,56.6375,high,0,1,True,False,False
1,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,3,0,0,young_adult,5.566666666666666,mid_high,0,1,False,False,True
0,3,male,22.0,0,0,7.7958,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.7958,low,1,0,False,False,True
0,3,female,31.0,0,0,7.8542,S,Third,woman,False,C,Southampton,no,True,1,1,0,young_adult,7.8542,low,0,1,False,False,True
0,2,male,46.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,1,1,0,adult,26.0,mid_high,1,0,False,False,True
0,2,male,23.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,10.5,mid_low,1,0,False,False,True
1,2,female,28.0,0,0,12.65,S,Second,woman,False,C,Southampton,yes,True,1,1,0,young_adult,12.65,mid_low,0,1,False,False,True
1,3,male,39.0,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,1,1,0,adult,7.925,mid_low,1,0,False,False,True
0,3,male,26.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,8.05,mid_low,1,0,False,False,True
0,3,female,21.0,1,0,9.825,S,Third,woman,False,C,Southampton,no,False,2,0,0,young_adult,4.9125,mid_low,0,1,False,False,True
0,3,male,28.0,1,0,15.85,S,Third,man,True,C,Southampton,no,False,2,0,0,young_adult,7.925,mid_high,1,0,False,False,True
0,3,female,20.0,0,0,8.6625,S,Third,woman,False,C,Southampton,no,True,1,1,0,young_adult,8.6625,mid_low,0,1,False,False,True
0,2,male,34.0,1,0,21.0,S,Second,man,True,C,Southampton,no,False,2,0,0,young_adult,10.5,mid_high,1,0,False,False,True
